,id,from,to,date,upcoming,season,marketValue,fee
8,397171,122,37024,"Jun 30, 2019",False,18/19,€900k,End of loan
9,397171,37024,122,"Jan 21, 2019",False,18/19,€400k,loan transfer
10,397171,46484,37024,"Jul 21, 2016",False,16/17,,?
0,229012,290,3166,"Jul 10, 2023",False,23/24,€400k,?
1,229012,3166,290,"Jun 30, 2022",False,21/22,€900k,End of loan
2,229012,290,3166,"Jul 1, 2021",False,21/22,€500k,loan transfer
3,229012,7817,290,"Jul 1, 2014",False,14/15,,
0,98262,290,1161,"Jan 17, 2023",False,22/23,€400k,free transfer
1,98262,3911,290,"Jul 1, 2019",False,19/20,€800k,free transfer
2,98262,2969,3911,"Jan 1, 2017",False,16/17,€700k,?
3,98262,1161,2969,"Jul 1, 2015",False,15/16,€400k,free transfer
4,98262,15585,1161,"Jul 1, 2008",False,08/09,,
0,913323,10820,11273,"Aug 2, 2023",False,23/24,€100k,?
1,913323,7817,10820,"Jul 1, 2021",False,21/22,,
0,327863,142,1082,"Jun 30, 2024",True,23/24,€2.00m,End of loan
1,327863,1082,142,"Feb 1, 2024",False,23/24,€2.00m,loan transfer
2,327863,290,1082,"Jun 30, 2023",False,22/23,€2.50m,End of loan
3,327863,1082,290,"Dec 9, 2022",False,22/23,€3.00m,loan transfer
4,327863,3524,1082,"Jul 1, 2022",False,22/23,€4.00m,free transfer
5,327863,57930,3524,"Jul 1, 2019",False,19/20,€400k,free transfer
6,327863,67926,57930,"Jul 23, 2018",False,18/19,€200k,free transfer
7,327863,515,67926,"Oct 27, 2017",False,17/18,€200k,
8,327863,826,515,"Jul 1, 2017",False,17/18,€200k,
9,327863,8152,826,"Jul 25, 2016",False,16/17,,
10,327863,2580,8152,"Aug 4, 2015",False,15/16,,free transfer
11,327863,24215,2580,"Jul 1, 2014",False,14/15,,
0,806168,2969,290,"Jun 30, 2023",False,22/23,€1.20m,End of loan
1,806168,290,2969,"Jan 16, 2023",False,22/23,€1.50m,loan transfer
2,806168,10820,290,"Jul 1, 2021",False,21/22,€150k,
3,806168,16671,10820,"Jul 1, 2020",False,20/21,,free transfer
4,806168,12767,16671,"Jul 1, 2019",False,19/20,,
5,806168,11605,12767,"Jul 1, 2018",False,18/19,,?
0,620317,290,467,"Jul 1, 2024",True,24/25,€600k,?
1,620317,467,290,"Jun 30, 2024",True,23/24,€600k,End of loan
2,620317,290,467,"Aug 4, 2023",False,23/24,€600k,loan transfer
3,620317,2972,290,"Jun 30, 2023",False,22/23,€600k,End of loan
4,620317,290,2972,"Jan 31, 2023",False,22/23,€600k,loan transfer
5,620317,8152,290,"Jul 12, 2022",False,22/23,€600k,free transfer
6,620317,10824,8152,"Jul 1, 2021",False,21/22,,
7,620317,88222,10824,"Jul 1, 2019",False,19/20,,
0,536508,698,1132,"Aug 31, 2023",False,23/24,€5.00m,free transfer
1,536508,290,698,"Jun 30, 2023",False,22/23,€5.00m,End of loan
2,536508,698,290,"Jan 30, 2023",False,22/23,€3.50m,loan transfer
3,536508,9668,698,"Aug 5, 2019",False,19/20,€2.50m,€8.00m
4,536508,9669,9668,"Jul 1, 2018",False,18/19,,
5,536508,31016,9669,"Jul 1, 2016",False,16/17,,free transfer
0,395695,157,290,"Jan 16, 2023",False,22/23,€2.50m,?
1,395695,1041,157,"Jul 1, 2019",False,19/20,€1.25m,€1.00m
2,395695,750,1041,"Jun 30, 2019",False,18/19,€1.25m,End of loan
3,395695,1041,750,"Jul 1, 2018",False,18/19,€100k,loan transfer
4,395695,12764,1041,"Feb 23, 2017",False,16/17,,
5,395695,7813,12764,"Jul 1, 2016",False,16/17,,
0,229853,290,31008,"Jul 21, 2023",False,23/24,€1.80m,free transfer
1,229853,3057,290,"Jul 17, 2017",False,17/18,€1.50m,€500k
2,229853,290,3057,"Jun 30, 2017",False,16/17,€1.50m,End of loan
3,229853,3057,290,"Jan 16, 2017",False,16/17,€1.50m,loan transfer
4,229853,995,3057,"Jul 1, 2016",False,16/17,€1.50m,€550k
5,229853,3911,995,"Jun 30, 2015",False,14/15,€1.50m,End of loan
6,229853,995,3911,"Nov 5, 2014",False,14/15,€2.00m,loan transfer
7,229853,3135,995,"Jul 1, 2012",False,12/13,,free transfer
0,344576,1061,290,"Aug 4, 2022",False,22/23,€2.00m,€1.75m
1,344576,1095,1061,"May 20, 2021",False,20/21,€1.00m,free transfer
2,344576,3161,1095,"Jul 1, 2018",False,18/19,€600k,€500k
3,344576,18008,3161,"Jul 1, 2015",False,15/16,,
4,344576,16037,18008,"Jul 1, 2014",False,14/15,,
0,478107,7817,10820,"Jul 1, 2019",False,19/20,€150k,
0,913303,10820,1161,"Jul 7, 2023",False,23/24,€100k,?
1,913303,7817,10820,"Jul 1, 2021",False,21/22,,
0,538045,290,515,"Jul 12, 2023",False,23/24,€800k,
1,538045,515,290,"Jul 1, 2022",False,22/23,€1.50m,free transfer
2,538045,2464,515,"May 11, 2022",False,21/22,€1.50m,
3,538045,583,2464,"Jul 12, 2021",False,21/22,€3.00m,free transfer
4,538045,6326,583,"Jul 1, 2020",False,20/21,,
5,538045,54295,6326,"Jul 1, 2018",False,18/19,,
6,538045,82891,54295,"Jul 1, 2017",False,17/18,,
7,538045,70295,82891,"Jul 1, 2015",False,15/16,,?
8,538045,69570,70295,"Jul 1, 2009",False,09/10,,?
0,353404,10868,290,"Jul 1, 2021",False,21/22,€800k,free transfer
1,353404,1041,10868,"Jan 21, 2018",False,17/18,€300k,free transfer
2,353404,10868,1041,"Jan 20, 2018",False,17/18,€300k,End of loan
3,353404,1041,10868,"Jul 1, 2017",False,17/18,€300k,loan transfer
4,353404,12764,1041,"Jul 1, 2016",False,16/17,,
5,353404,7813,12764,"Jan 1, 2014",False,13/14,,
0,263951,25580,1147,"Jan 25, 2024",False,23/24,€1.50m,free transfer
1,263951,290,25580,"Jan 11, 2024",False,23/24,€1.50m,?
2,263951,25580,290,"Jan 10, 2024",False,23/24,€1.50m,End of loan
3,263951,290,25580,"Aug 17, 2023",False,23/24,€2.00m,loan transfer
4,263951,750,290,"Jun 30, 2019",False,18/19,€800k,End of loan
5,263951,290,750,"Jan 20, 2019",False,18/19,€600k,loan transfer
6,263951,347,290,"Apr 16, 2018",False,17/18,€500k,?
7,263951,290,347,"Apr 15, 2018",False,17/18,€500k,End of loan
8,263951,347,290,"Jul 7, 2017",False,17/18,€500k,loan transfer
9,263951,10838,347,"Jun 30, 2017",False,16/17,€500k,End of loan
10,263951,347,10838,"Aug 4, 2016",False,16/17,€800k,loan transfer
11,263951,1175,347,"Aug 20, 2015",False,15/16,€300k,free transfer
12,263951,12762,1175,"Jul 1, 2013",False,13/14,,
0,167472,290,1095,"Aug 31, 2023",False,23/24,€900k,?
1,167472,855,290,"Jul 1, 2022",False,22/23,€1.50m,free transfer
2,167472,1290,855,"Sep 2, 2019",False,19/20,€900k,?
3,167472,3558,1290,"Jul 1, 2018",False,18/19,€500k,free transfer
4,167472,26119,3558,"Jul 24, 2016",False,16/17,€200k,free transfer
5,167472,23206,26119,"Jul 1, 2014",False,14/15,€200k,free transfer
6,167472,37683,23206,"Jan 1, 2014",False,13/14,€50k,free transfer
7,167472,515,37683,"Jul 15, 2013",False,13/14,€50k,
8,167472,1078,515,"Mar 15, 2013",False,12/13,€50k,
9,167472,10846,1078,"Mar 1, 2012",False,11/12,,free transfer
10,167472,10880,10846,"Jul 1, 2010",False,10/11,,free transfer
0,138171,290,1162,"Jul 21, 2023",False,23/24,€800k,free transfer
1,138171,3911,290,"Jul 1, 2020",False,20/21,€2.00m,free transfer
2,138171,826,3911,"Jul 1, 2017",False,17/18,€900k,free transfer
3,138171,1158,826,"Jul 28, 2015",False,15/16,€600k,?
4,138171,1162,1158,"Jun 30, 2014",False,13/14,€1.00m,End of loan
5,138171,1158,1162,"Jul 1, 2013",False,13/14,€1.00m,loan transfer
6,138171,16674,1158,"Jul 1, 2010",False,10/11,,free transfer
0,743496,10820,290,"Jul 1, 2022",False,22/23,€50k,
1,743496,40466,10820,"Jul 1, 2021",False,21/22,,
2,743496,40465,40466,"Jul 1, 2020",False,20/21,,
0,488656,989,337,"Jul 14, 2023",False,23/24,€2.00m,?
1,488656,290,989,"Jun 30, 2023",False,22/23,€2.00m,End of loan
2,488656,989,290,"Jan 31, 2023",False,22/23,€2.50m,loan transfer
3,488656,1072,989,"Jan 31, 2022",False,21/22,€1.50m,€2.64m
4,488656,1034,1072,"Jul 1, 2018",False,18/19,,€660k
5,488656,46863,1034,"Jul 1, 2017",False,17/18,,free transfer
6,488656,15884,46863,"Jul 1, 2016",False,16/17,,free transfer
7,488656,67285,15884,"Jul 1, 2015",False,15/16,,free transfer
0,174304,20375,123,"Dec 7, 2023",False,23/24,,
1,174304,290,20375,"Jul 1, 2023",False,23/24,,free transfer
2,174304,3524,290,"Aug 13, 2018",False,18/19,€800k,?
3,174304,1564,3524,"Jul 1, 2013",False,13/14,,free transfer
4,174304,10003,1564,"Jul 1, 2011",False,11/12,,free transfer
5,174304,11132,10003,"Jul 1, 2008",False,08/09,,free transfer
0,344892,347,290,"Jul 1, 2020",False,20/21,€650k,?
1,344892,1423,347,"Jun 30, 2020",False,19/20,€650k,End of loan
2,344892,347,1423,"Jul 4, 2019",False,19/20,€400k,loan transfer
3,344892,3161,347,"Jun 30, 2018",False,17/18,€600k,End of loan
4,344892,347,3161,"Aug 28, 2017",False,17/18,€600k,loan transfer
5,344892,8179,347,"Jul 1, 2016",False,16/17,,
0,569140,10820,290,"Jul 1, 2019",False,19/20,€150k,
1,569140,7817,10820,"Dec 1, 2017",False,17/18,,
0,806167,7817,10820,"Jul 1, 2019",False,19/20,,
0,193256,1095,273,"Jul 5, 2023",False,23/24,€2.00m,?
1,193256,10868,1095,"Jul 1, 2019",False,19/20,€700k,free transfer
2,193256,1160,10868,"Jul 1, 2017",False,17/18,€300k,free transfer
3,193256,18015,1160,"Nov 15, 2014",False,14/15,€50k,
0,345437,1467,180,"Jun 30, 2024",True,23/24,€1.40m,End of loan
1,345437,180,1467,"Jul 11, 2023",False,23/24,€900k,loan transfer
2,345437,1095,180,"Jun 30, 2023",False,22/23,€900k,End of loan
3,345437,180,1095,"Sep 1, 2022",False,22/23,€900k,loan transfer
4,345437,2375,180,"Jul 1, 2022",False,22/23,€900k,free transfer
5,345437,422,2375,"Aug 6, 2021",False,21/22,€650k,€700k
6,345437,238,422,"Jul 1, 2018",False,18/19,€50k,€125k
7,345437,9644,238,"Jun 30, 2018",False,17/18,€50k,End of loan
8,345437,238,9644,"Jan 1, 2017",False,16/17,€100k,loan transfer
9,345437,6361,238,"Dec 5, 2016",False,16/17,€100k,End of loan
10,345437,238,6361,"Jul 12, 2016",False,16/17,€100k,loan transfer
11,345437,8936,238,"Jan 1, 2016",False,15/16,€100k,End of loan
12,345437,238,8936,"Jul 23, 2015",False,15/16,€100k,loan transfer
13,345437,15519,238,"Feb 13, 2015",False,14/15,,
14,345437,42552,15519,"Jul 1, 2013",False,13/14,,free transfer
0,33925,1095,123,"Aug 14, 2023",False,23/24,€200k,
1,33925,618,1095,"Jul 19, 2021",False,21/22,€600k,free transfer
2,33925,3524,618,"Jun 30, 2012",False,11/12,€150k,End of loan
3,33925,618,3524,"Jul 19, 2011",False,11/12,€150k,loan transfer
4,33925,30200,618,"Jun 30, 2010",False,09/10,€150k,End of loan
5,33925,618,30200,"Aug 7, 2009",False,09/10,€150k,loan transfer
6,33925,11300,618,"Jun 30, 2009",False,08/09,€150k,End of loan
7,33925,618,11300,"Sep 25, 2008",False,08/09,€150k,loan transfer
8,33925,8515,618,"Jul 1, 2005",False,05/06,,
0,540642,10846,1095,"Jul 1, 2023",False,23/24,€150k,
1,540642,28334,10846,"Oct 1, 2022",False,22/23,,free transfer
2,540642,2968,28334,"Jul 1, 2022",False,22/23,,free transfer
3,540642,515,2968,"Feb 3, 2022",False,21/22,,
4,540642,10872,515,"Jul 1, 2021",False,21/22,,
5,540642,10873,10872,"Jul 1, 2018",False,18/19,,
0,491616,10484,1095,"Jun 30, 2024",True,23/24,€3.30m,End of loan
1,491616,1095,10484,"Feb 1, 2024",False,23/24,€3.00m,loan transfer
2,491616,683,1095,"Jan 31, 2024",False,23/24,€3.00m,End of loan
3,491616,1095,683,"Aug 2, 2023",False,23/24,€3.00m,loan transfer
4,491616,2503,1095,"Jul 1, 2022",False,22/23,€3.00m,€3.50m
5,491616,221,2503,"Oct 1, 2020",False,20/21,€300k,€500k
6,491616,9540,221,"Jan 1, 2020",False,19/20,€300k,
7,491616,18099,9540,"Aug 9, 2018",False,18/19,,€350k
8,491616,25563,18099,"Jan 1, 2017",False,16/17,,
9,491616,39908,25563,"Sep 20, 2016",False,16/17,,?
0,282199,1095,265,"Aug 2, 2023",False,23/24,€2.50m,€1.50m
1,282199,281,1095,"Feb 2, 2022",False,21/22,€1.50m,free transfer
2,282199,1095,281,"Feb 1, 2022",False,21/22,€1.50m,End of loan
3,282199,281,1095,"Aug 31, 2021",False,21/22,€1.50m,loan transfer
4,282199,14,281,"Jun 30, 2021",False,20/21,€1.50m,End of loan
5,282199,281,14,"Aug 5, 2019",False,19/20,€600k,loan transfer
6,282199,9265,281,"Jul 1, 2019",False,19/20,€600k,
7,282199,132,9265,"Jun 30, 2019",False,18/19,€600k,End of loan
8,282199,9265,132,"Jul 6, 2018",False,18/19,€500k,loan transfer
9,282199,601,9265,"Jun 30, 2018",False,17/18,€500k,End of loan
10,282199,9265,601,"Jan 31, 2018",False,17/18,€300k,loan transfer
11,282199,4284,9265,"Jan 1, 2018",False,17/18,€300k,free transfer
12,282199,51604,4284,"Nov 30, 2017",False,17/18,€100k,End of loan
13,282199,4284,51604,"Mar 24, 2017",False,16/17,€100k,loan transfer
14,282199,10331,4284,"Dec 31, 2016",False,16/17,€100k,End of loan
15,282199,4284,10331,"Feb 1, 2016",False,15/16,€100k,loan transfer
16,282199,29824,4284,"Aug 2, 2013",False,13/14,,
0,351843,1095,738,"Jul 4, 2023",False,23/24,€2.00m,free transfer
1,351843,667,1095,"Jul 1, 2019",False,19/20,€1.50m,€500k
2,351843,1095,667,"Jun 30, 2019",False,18/19,€1.50m,End of loan
3,351843,667,1095,"Jul 18, 2018",False,18/19,€400k,loan transfer
4,351843,79047,667,"Jul 29, 2014",False,14/15,,free transfer
0,917120,10846,1095,"Jul 1, 2022",False,22/23,€400k,
1,917120,12750,10846,"Jul 1, 2021",False,21/22,,
2,917120,83012,12750,"Jul 1, 2020",False,20/21,,free transfer
0,51118,1095,123,"Jul 1, 2023",False,23/24,€250k,
1,51118,2503,1095,"Aug 24, 2021",False,21/22,€250k,free transfer
2,51118,41231,2503,"Sep 4, 2020",False,20/21,€500k,free transfer
3,51118,36,41231,"Feb 21, 2020",False,19/20,€1.50m,free transfer
4,51118,244,36,"Aug 27, 2019",False,19/20,€3.00m,free transfer
5,51118,368,244,"Jul 13, 2017",False,17/18,€5.00m,€6.00m
6,51118,5,368,"Jul 1, 2015",False,15/16,€4.00m,€2.50m
7,51118,1049,5,"Jul 12, 2014",False,14/15,€8.00m,€4.25m
8,51118,5,1049,"Jun 30, 2014",False,13/14,€8.00m,End of loan
9,51118,1049,5,"Jan 3, 2014",False,13/14,€8.00m,"Loan fee:<br /><i class=""normaler-text"">€400k</i>"
10,51118,1082,1049,"Jul 1, 2011",False,11/12,€12.00m,€6.00m
11,51118,12765,1082,"Jul 1, 2007",False,07/08,€200k,
12,51118,30200,12765,"Jul 1, 2006",False,06/07,,free transfer
0,991649,12750,1095,"Jul 1, 2022",False,22/23,€400k,
0,917101,10846,1095,"Jul 1, 2023",False,23/24,€100k,
1,917101,12750,10846,"Jul 1, 2022",False,22/23,€100k,
2,917101,107749,12750,"Jul 1, 2021",False,21/22,,
3,917101,100156,107749,"Jul 1, 2019",False,19/20,,
4,917101,40441,100156,"Jul 1, 2018",False,18/19,,?
0,554251,350,1095,"Jun 30, 2024",True,23/24,€3.00m,End of loan
1,554251,1095,350,"Jul 17, 2023",False,23/24,€3.50m,loan transfer
2,554251,9252,1095,"Jul 28, 2021",False,21/22,€1.80m,free transfer
3,554251,6922,9252,"Jul 1, 2019",False,19/20,,
4,554251,12278,6922,"Jul 1, 2017",False,17/18,,?
0,337798,979,1095,"Jan 12, 2022",False,21/22,€1.50m,€2.70m
1,337798,67909,979,"Jul 22, 2019",False,19/20,€450k,€1.35m
2,337798,10949,67909,"Jul 1, 2018",False,18/19,€450k,
3,337798,10283,10949,"Jul 1, 2017",False,17/18,€150k,
4,337798,48365,10283,"Jul 1, 2015",False,15/16,,
5,337798,53956,48365,"Jul 1, 2013",False,13/14,,
0,982864,10846,1095,"Jul 1, 2023",False,23/24,€150k,
1,982864,12750,10846,"Jul 1, 2021",False,21/22,,
0,709482,583,1095,"Aug 9, 2022",False,22/23,€2.00m,€3.00m
1,709482,738,583,"Jun 30, 2022",False,21/22,€2.00m,End of loan
2,709482,583,738,"Jul 13, 2021",False,21/22,,loan transfer
3,709482,6326,583,"Jul 1, 2021",False,21/22,,
4,709482,54295,6326,"Jul 1, 2019",False,19/20,,
5,709482,82891,54295,"Jul 1, 2018",False,18/19,,
0,345748,206,1095,"Jul 18, 2022",False,22/23,€2.00m,€1.50m
1,345748,1842,206,"Jun 30, 2019",False,18/19,€150k,End of loan
2,345748,206,1842,"Aug 31, 2018",False,18/19,€150k,loan transfer
3,345748,8815,206,"Jan 1, 2018",False,17/18,,
4,345748,19982,8815,"Jul 1, 2016",False,16/17,,
5,345748,10875,19982,"Jul 1, 2014",False,14/15,,
0,569384,368,46,"Jun 30, 2024",True,23/24,€6.00m,End of loan
1,569384,46,368,"Jan 10, 2024",False,23/24,€6.00m,loan transfer
2,569384,1095,46,"Jun 30, 2023",False,22/23,€7.00m,End of loan
3,569384,46,1095,"Sep 1, 2022",False,22/23,€7.00m,loan transfer
4,569384,3911,46,"Jun 30, 2022",False,21/22,€7.00m,End of loan
5,569384,46,3911,"Aug 31, 2021",False,21/22,€5.00m,loan transfer
6,569384,3522,46,"Jun 30, 2021",False,20/21,€5.00m,End of loan
7,569384,46,3522,"Sep 24, 2020",False,20/21,€3.50m,loan transfer
8,569384,750,46,"Jul 5, 2019",False,19/20,€3.50m,€4.50m
9,569384,10826,750,"Jul 1, 2018",False,18/19,,
0,277635,1095,2687,"Sep 1, 2023",False,23/24,€4.50m,€2.50m
1,277635,1082,1095,"Jul 1, 2021",False,21/22,€2.00m,€2.50m
2,277635,1095,1082,"Jun 30, 2021",False,20/21,€2.00m,End of loan
3,277635,1082,1095,"Jul 10, 2020",False,20/21,€800k,loan transfer
4,277635,1095,1082,"Jun 30, 2020",False,19/20,€800k,End of loan
5,277635,1082,1095,"Jan 8, 2020",False,19/20,€1.00m,loan transfer
6,277635,520,1082,"Jan 7, 2020",False,19/20,€1.00m,End of loan
7,277635,1082,520,"Jul 11, 2019",False,19/20,€1.20m,loan transfer
8,277635,10004,1082,"Jun 30, 2019",False,18/19,€1.20m,End of loan
9,277635,1082,10004,"Jul 30, 2018",False,18/19,€600k,loan transfer
10,277635,12765,1082,"Jul 1, 2017",False,17/18,€35k,
11,277635,1956,12765,"Jul 1, 2016",False,16/17,€35k,?
12,277635,45714,1956,"Jul 1, 2014",False,14/15,,?
0,212804,1095,618,"Aug 31, 2023",False,23/24,€2.00m,?
1,212804,3508,1095,"Jul 24, 2019",False,19/20,€700k,?
2,212804,750,3508,"Jul 1, 2018",False,18/19,€900k,free transfer
3,212804,2580,750,"Aug 29, 2014",False,14/15,€650k,free transfer
4,212804,24215,2580,"Jul 1, 2012",False,12/13,,
0,118278,1421,1095,"Aug 29, 2021",False,21/22,€4.00m,€1.00m
1,118278,1154,1421,"Jul 1, 2017",False,17/18,€700k,free transfer
2,118278,3161,1154,"Jul 1, 2015",False,15/16,€500k,free transfer
3,118278,12764,3161,"Jul 1, 2012",False,12/13,,free transfer
4,118278,7813,12764,"Jul 1, 2010",False,10/11,,
0,371003,281,1095,"Aug 31, 2022",False,22/23,€1.50m,?
1,371003,601,281,"Jun 30, 2022",False,21/22,€1.50m,End of loan
2,371003,281,601,"Jan 26, 2021",False,20/21,€3.00m,loan transfer
3,371003,3709,281,"Jan 25, 2021",False,20/21,€3.00m,End of loan
4,371003,281,3709,"Aug 31, 2020",False,20/21,€3.60m,loan transfer
5,371003,2861,281,"Jun 30, 2020",False,19/20,€3.60m,End of loan
6,371003,281,2861,"Jul 3, 2019",False,19/20,€5.00m,loan transfer
7,371003,447,281,"Jul 2, 2019",False,19/20,€5.00m,End of loan
8,371003,281,447,"Feb 5, 2019",False,18/19,€550k,loan transfer
9,371003,447,281,"Jan 31, 2019",False,18/19,€550k,€6.30m
10,371003,18894,447,"Jul 1, 2018",False,18/19,,
11,371003,36344,18894,"Jul 1, 2017",False,17/18,,
12,371003,36360,36344,"Jul 1, 2015",False,15/16,,
0,126683,27221,515,"Jul 1, 2023",False,23/24,€500k,
1,126683,1095,27221,"Feb 6, 2023",False,22/23,€600k,free transfer
2,126683,1421,1095,"Oct 5, 2020",False,20/21,€1.60m,?
3,126683,1095,1421,"Jul 1, 2018",False,18/19,€1.00m,€1.00m
4,126683,29228,1095,"Jul 1, 2016",False,16/17,€900k,free transfer
5,126683,162,29228,"Jul 17, 2014",False,14/15,€1.00m,free transfer
6,126683,738,162,"Jun 30, 2014",False,13/14,€1.00m,End of loan
7,126683,162,738,"Aug 2, 2013",False,13/14,€1.00m,loan transfer
8,126683,9668,162,"Jul 1, 2011",False,11/12,,
9,126683,9669,9668,"Jul 1, 2008",False,08/09,,
0,917104,1159,1095,"Jun 30, 2024",True,23/24,€400k,End of loan
1,917104,1095,1159,"Jan 15, 2024",False,23/24,€400k,loan transfer
2,917104,10846,1095,"Jul 1, 2023",False,23/24,€250k,
3,917104,100156,10846,"Jul 1, 2021",False,21/22,,
4,917104,97899,100156,"Jul 1, 2017",False,17/18,,free transfer
0,929612,12750,10846,"Jul 1, 2020",False,20/21,,
1,929612,66477,12750,"Jul 1, 2018",False,18/19,,?
0,326300,1041,54189,"Sep 6, 2023",False,23/24,€5.00m,free transfer
1,326300,1095,1041,"Jun 30, 2023",False,22/23,€5.00m,End of loan
2,326300,1041,1095,"Jan 30, 2023",False,22/23,€10.00m,loan transfer
3,326300,417,1041,"Jun 30, 2021",False,20/21,€22.00m,End of loan
4,326300,1041,417,"Oct 5, 2020",False,20/21,€22.50m,loan transfer
5,326300,1420,1041,"Aug 14, 2019",False,19/20,€11.00m,€25.00m
6,326300,9249,1420,"Jul 26, 2018",False,18/19,€3.00m,€1.60m
7,326300,1420,9249,"Jun 30, 2018",False,17/18,€3.00m,End of loan
8,326300,9249,1420,"Jan 31, 2018",False,17/18,€1.00m,loan transfer
9,326300,10824,9249,"Jul 1, 2015",False,15/16,,€2.50m
10,326300,88222,10824,"Jul 1, 2014",False,14/15,,
11,326300,100154,88222,"Jul 1, 2013",False,13/14,,
12,326300,40470,100154,"Jul 1, 2010",False,10/11,,free transfer
0,857155,26871,10846,"Jun 30, 2024",True,23/24,€100k,End of loan
1,857155,10846,26871,"Jul 21, 2023",False,23/24,€50k,loan transfer
2,857155,12750,10846,"Jul 1, 2021",False,21/22,,
0,743498,1095,1132,"Aug 12, 2023",False,23/24,€6.00m,€12.00m
1,743498,6326,1095,"Jul 15, 2022",False,22/23,,free transfer
2,743498,54295,6326,"Jul 1, 2021",False,21/22,,
3,743498,82891,54295,"Jul 1, 2020",False,20/21,,
0,750886,9265,1095,"Jun 30, 2024",True,23/24,€1.70m,End of loan
1,750886,1095,9265,"Jan 31, 2024",False,23/24,€1.70m,loan transfer
2,750886,467,1095,"Dec 31, 2023",False,23/24,€1.70m,End of loan
3,750886,1095,467,"Sep 1, 2023",False,23/24,€2.00m,loan transfer
4,750886,79,1095,"Jan 28, 2023",False,22/23,€1.50m,€2.60m
5,750886,3551,79,"Jan 27, 2023",False,22/23,€1.50m,End of loan
6,750886,79,3551,"Jul 11, 2022",False,22/23,€1.20m,loan transfer
7,750886,2517,79,"Jan 1, 2022",False,21/22,€700k,
8,750886,9372,2517,"Jul 19, 2021",False,21/22,,free transfer
0,931841,5026,1095,"Jun 30, 2024",True,23/24,€600k,End of loan
1,931841,1095,5026,"Jan 31, 2023",False,22/23,€1.50m,loan transfer
2,931841,272,1095,"Aug 30, 2022",False,22/23,€350k,€4.70m
3,931841,16574,272,"Nov 19, 2021",False,21/22,,
4,931841,42331,16574,"Jan 1, 2021",False,20/21,,
5,931841,102514,42331,"Jan 1, 2020",False,19/20,,
0,568702,7124,347,"Jun 30, 2024",True,23/24,€800k,End of loan
1,568702,347,7124,"Jul 27, 2023",False,23/24,€1.20m,loan transfer
2,568702,1095,347,"Jun 30, 2023",False,22/23,€1.20m,End of loan
3,568702,347,1095,"Aug 25, 2022",False,22/23,€2.00m,loan transfer
4,568702,30031,347,"Jul 1, 2019",False,19/20,,?
5,568702,27872,30031,"Oct 27, 2017",False,17/18,,?
0,345654,1095,2293,"Aug 1, 2023",False,23/24,€950k,?
1,345654,2293,1095,"Jun 30, 2023",False,22/23,€950k,End of loan
2,345654,1095,2293,"Feb 15, 2023",False,22/23,€800k,loan transfer
3,345654,281,1095,"Sep 1, 2022",False,22/23,€900k,?
4,345654,601,281,"Jun 30, 2022",False,21/22,€900k,End of loan
5,345654,281,601,"Jul 1, 2021",False,21/22,€1.00m,loan transfer
6,345654,5026,281,"Jun 30, 2021",False,20/21,€1.00m,End of loan
7,345654,281,5026,"Sep 27, 2020",False,20/21,€325k,loan transfer
8,345654,7378,281,"Jun 30, 2020",False,19/20,€325k,End of loan
9,345654,281,7378,"Jul 31, 2019",False,19/20,€700k,loan transfer
10,345654,1403,281,"Jun 30, 2019",False,18/19,€700k,End of loan
11,345654,281,1403,"Jan 25, 2019",False,18/19,€500k,loan transfer
12,345654,614,281,"Dec 31, 2018",False,18/19,€500k,End of loan
13,345654,281,614,"Jan 16, 2018",False,17/18,€500k,loan transfer
14,345654,12321,281,"Jan 15, 2018",False,17/18,€500k,End of loan
15,345654,281,12321,"Aug 10, 2017",False,17/18,€1.00m,loan transfer
16,345654,897,281,"Jun 30, 2017",False,16/17,€1.00m,End of loan
17,345654,281,897,"Aug 6, 2016",False,16/17,€1.00m,loan transfer
18,345654,8172,281,"Aug 5, 2016",False,16/17,€1.00m,€5.50m
19,345654,24463,8172,"Sep 10, 2015",False,15/16,,
0,537182,515,22563,"Dec 23, 2023",False,23/24,€200k,
1,537182,1095,515,"Aug 11, 2023",False,23/24,€200k,
2,537182,7119,1095,"Jun 30, 2022",False,21/22,€250k,End of loan
3,537182,1095,7119,"Jan 25, 2022",False,21/22,€700k,loan transfer
4,537182,4297,1095,"Jul 28, 2020",False,20/21,€325k,?
5,537182,6945,4297,"Jul 1, 2019",False,19/20,,free transfer
6,537182,1150,6945,"Jan 9, 2019",False,18/19,,End of loan
7,537182,6945,1150,"Aug 31, 2018",False,18/19,,loan transfer
8,537182,6950,6945,"Jul 1, 2017",False,17/18,,
0,174694,368,1075,"Aug 2, 2023",False,23/24,€4.00m,free transfer
1,174694,1095,368,"Jun 30, 2023",False,22/23,€4.00m,End of loan
2,174694,368,1095,"Aug 24, 2022",False,22/23,€4.00m,loan transfer
3,174694,683,368,"Jun 30, 2022",False,21/22,€4.00m,End of loan
4,174694,368,683,"Aug 17, 2021",False,21/22,€7.00m,loan transfer
5,174694,417,368,"Jun 30, 2021",False,20/21,€7.00m,End of loan
6,174694,368,417,"Jul 29, 2020",False,20/21,€10.00m,loan transfer
7,174694,162,368,"Aug 14, 2019",False,19/20,€25.00m,€25.00m
8,174694,1082,162,"Jun 30, 2017",False,16/17,€8.00m,End of loan
9,174694,162,1082,"Jan 7, 2016",False,15/16,€10.00m,loan transfer
