,competitionID,clubID,seasonID,competitionName,appearances,yellowCards,goalsConceded,cleanSheets,minutesPlayed,id,redCards,goals,secondYellowCards,assists
0,ES1,131,2023,LaLiga,20,2,17,11,1.800',74857,,,,
1,CL,131,2023,Champions League,6,,4,2,540',74857,,,,
2,ES1,131,2022,LaLiga,38,,18,26,3.348',74857,,,,
3,CDR,131,2022,Copa del Rey,3,,4,2,270',74857,,,,
4,EL,131,2022,Europa League,2,,4,,180',74857,,,,
5,SUC,131,2022,Supercopa,2,,3,,210',74857,,,,
6,CL,131,2022,Champions League,5,,10,,450',74857,,,,
7,ES1,131,2021,LaLiga,35,3,34,11,3.150',74857,,,,
8,EL,131,2021,Europa League,6,,8,1,540',74857,,,,
9,CDR,131,2021,Copa del Rey,1,,3,,120',74857,,,,
10,SUC,131,2021,Supercopa,1,,3,,120',74857,,,,
11,CL,131,2021,Champions League,6,,9,3,540',74857,,,,
12,ES1,131,2020,LaLiga,31,1,32,11,2.790',74857,,,,
13,CDR,131,2020,Copa del Rey,4,,5,2,420',74857,,,,
14,CL,131,2020,Champions League,5,,9,1,450',74857,,,,
15,SUC,131,2020,Supercopa,2,,4,,240',74857,,,,
16,CL,131,2019,Champions League,8,,13,2,720',74857,,,,
17,ES1,131,2019,LaLiga,36,1,36,14,3.240',74857,,,,
18,CDR,131,2019,Copa del Rey,2,,1,1,180',74857,,,,
19,ES1,131,2018,LaLiga,35,,32,16,3.150',74857,,,,
20,CL,131,2018,Champions League,11,,9,6,990',74857,,,,
21,CDR,131,2018,Copa del Rey,2,,1,1,180',74857,,,,
22,SUC,131,2018,Supercopa,1,1,1,,90',74857,,,,
23,ES1,131,2017,LaLiga,37,,28,19,3.330',74857,,,,
24,CDR,131,2017,Copa del Rey,,,,,,74857,,,,
25,CL,131,2017,Champions League,9,,6,5,810',74857,,,,
26,SUC,131,2017,Supercopa,2,,5,,180',74857,,,,
27,CDR,131,2016,Copa del Rey,1,,2,,90',74857,,,,
28,ES1,131,2016,LaLiga,36,1,33,13,3.240',74857,,,,
29,CL,131,2016,Champions League,9,1,12,4,810',74857,,,,
30,CDR,131,2015,Copa del Rey,7,,4,3,660',74857,,,,
31,ES1,131,2015,LaLiga,7,,7,3,542',74857,,,,
32,CL,131,2015,Champions League,10,,8,3,900',74857,,,,
33,KLUB,131,2015,Club World Cup,,,,,,74857,,,,
34,SUC,131,2015,Supercopa,1,,4,,90',74857,,,,
35,USC,131,2015,UEFA Super Cup,1,,4,,120',74857,,,,
36,CL,131,2014,Champions League,13,,11,6,1.170',74857,,,,
37,CDR,131,2014,Copa del Rey,8,,5,4,720',74857,,,,
38,ES1,131,2014,LaLiga,,,,,,74857,,,,
39,L1,18,2013,Bundesliga,34,1,43,9,3.060',74857,,,,
40,DFB,18,2013,DFB-Pokal,1,,,1,120',74857,,,,
41,L1,18,2012,Bundesliga,34,2,47,9,3.047',74857,,,,
42,EL,18,2012,Europa League,7,,11,3,630',74857,,,,
43,DFB,18,2012,DFB-Pokal,2,,1,1,210',74857,,,,
44,CLQ,18,2012,Champions League Qu.,2,,4,,180',74857,,,,
45,L1,18,2011,Bundesliga,34,,24,15,3.060',74857,,,,
46,DFB,18,2011,DFB-Pokal,5,1,2,3,540',74857,,,,
47,L1PO,18,2010,Bundesliga Playoffs,2,,1,1,180',74857,,,,
48,L1,18,2010,Bundesliga,6,,3,3,540',74857,,,,
49,RL3,1006,2010,RL West,15,3,19,2,1.350',74857,,,,
50,DFB,18,2010,DFB-Pokal,,,,,,74857,,,,
51,DFBJ,4121,2010,DFB-Jun.-Pokal,1,,,1,90',74857,,,,
52,RL3,1006,2009,RL West,3,1,4,,270',74857,,,,
53,AJ2,4121,2009,U19-Bundesliga West,22,1,14,12,1.980',74857,,,,
54,L1,18,2009,Bundesliga,,,,,,74857,,,,
55,BJ,21056,2008,U17-Bundesliga Endrunde,2,,1,,160',74857,,,,
56,BJ2,21056,2008,U17-Bundesliga West,23,1,11,14,2.070',74857,,,,
57,AJ2,4121,2008,U19-Bundesliga West,1,,,1,90',74857,,,,
58,BJ2,21056,2007,U17-Bundesliga West,5,,4,2,450',74857,,,,
0,ES1,131,2023,LaLiga,10,,17,2,900',283170,,,,
1,CL,131,2023,Champions League,2,,4,,180',283170,,,,
2,CDR,131,2023,Copa del Rey,3,,7,,300',283170,,,,
3,SUC,131,2023,Supercopa,2,,4,1,180',283170,,,,
4,ES1,131,2022,LaLiga,2,,2,,71',283170,,,,
5,CDR,131,2022,Copa del Rey,2,,3,1,210',283170,,,,
6,EL,131,2022,Europa League,,,,,,283170,,,,
7,SUC,131,2022,Supercopa,,,,,,283170,,,,
8,CL,131,2022,Champions League,1,,2,,90',283170,,,,
9,TR1,141,2021,Süper Lig,6,1,9,,540',283170,,,,
10,EL,141,2021,Europa League,2,,2,1,180',283170,,,,
11,SUC,131,2021,Supercopa,,,,,,283170,,,,
12,ES1,131,2021,LaLiga,,,,,,283170,,,,
13,CDR,131,2021,Copa del Rey,,,,,,283170,,,,
14,CL,131,2021,Champions League,,,,,,283170,,,,
15,E3G2,2464,2021,Primera Federación - Gr. II,9,1,8,4,810',283170,,,,
16,ES1,131,2020,LaLiga,,,,,,283170,,,,
17,ES2P,2464,2020,Ascenso LaLiga2,1,,2,,120',283170,,,,
18,E3FA,2464,2020,2ª B - Fase de ascenso,3,2,5,,270',283170,,,,
19,CDR,131,2020,Copa del Rey,,,,,,283170,,,,
20,ES3C,2464,2020,2ª B - Grupo III,9,1,5,5,810',283170,,,,
21,CL,131,2020,Champions League,,,,,,283170,,,,
22,SUC,131,2020,Supercopa,,,,,,283170,,,,
23,CL,131,2019,Champions League,,,,,,283170,,,,
24,ES2P,2464,2019,Ascenso LaLiga2,3,,5,,300',283170,,,,
25,ES1,131,2019,LaLiga,,,,,,283170,,,,
26,ES3C,2464,2019,2ª B - Grupo III,18,1,15,8,1.620',283170,,,,
27,CDR,131,2019,Copa del Rey,,,,,,283170,,,,
28,SUC,131,2019,Supercopa,,,,,,283170,,,,
29,CDR,131,2018,Copa del Rey,,,,,,283170,,,,
30,ES1,131,2018,LaLiga,,,,,,283170,,,,
31,ES3C,2464,2018,2ª B - Grupo III,20,2,19,5,1.800',283170,,,,
32,CL,131,2018,Champions League,,,,,,283170,,,,
33,19YL,41584,2017,UEFA Youth League,9,2,4,8,810',283170,,,,
34,19YL,41584,2016,UEFA Youth League,1,,2,,90',283170,,,,
35,ES3C,2464,2016,2ª B - Grupo III,,,,,,283170,,,,
36,19YL,41584,2015,UEFA Youth League,,,,,,283170,,,,
0,FR1,583,2023,Ligue 1,3,,2,1,258',466783,,,,
1,CL,583,2023,Champions League,,,,,,466783,,,,
2,FRC,583,2023,Coupe de France,,,,,,466783,,,,
3,ES1,131,2022,LaLiga,,1,,,,466783,,,,
4,ES2P,2464,2022,Ascenso LaLiga2,1,,2,,90',466783,,,,
5,E3G2,2464,2022,Primera Federación - Gr. II,29,2,25,15,2.610',466783,,,,
6,CDR,131,2022,Copa del Rey,,,,,,466783,,,,
7,EL,131,2022,Europa League,,,,,,466783,,,,
8,SUC,131,2022,Supercopa,,,,,,466783,,,,
9,CL,131,2022,Champions League,,,,,,466783,,,,
10,ES1,131,2021,LaLiga,,,,,,466783,,,,
11,E3G2,2464,2021,Primera Federación - Gr. II,18,2,21,4,1.620',466783,,,,
12,EL,131,2021,Europa League,,,,,,466783,,,,
13,CDR,131,2021,Copa del Rey,,,,,,466783,,,,
14,ES1,131,2020,LaLiga,,,,,,466783,,,,
15,E3FA,2464,2020,2ª B - Fase de ascenso,2,,3,,180',466783,,,,
16,CDR,131,2020,Copa del Rey,,,,,,466783,,,,
17,ES3C,2464,2020,2ª B - Grupo III,7,1,7,3,630',466783,,,,
18,CL,131,2020,Champions League,,,,,,466783,,,,
19,ES2P,2464,2019,Ascenso LaLiga2,,,,,,466783,,,,
20,ES1,131,2019,LaLiga,,,,,,466783,,,,
21,19YL,41584,2019,UEFA Youth League,5,1,10,1,450',466783,,,,
22,ES3C,2464,2019,2ª B - Grupo III,,,,,,466783,,,,
23,19YL,41584,2018,UEFA Youth League,9,,10,2,840',466783,,,,
24,ES3C,2464,2018,2ª B - Grupo III,1,,1,,90',466783,,,,
0,E3G1,2464,2023,Primera Federación - Gr. I,11,,10,5,990',709955,,,,
1,CL,131,2023,Champions League,,,,,,709955,,,,
2,ES1,131,2023,LaLiga,,,,,,709955,,,,
3,CDR,131,2023,Copa del Rey,,,,,,709955,,,,
4,SUC,131,2023,Supercopa,,,,,,709955,,,,
5,ES2P,2464,2022,Ascenso LaLiga2,1,1,3,,90',709955,,,,
6,E3G2,2464,2022,Primera Federación - Gr. II,2,,1,1,180',709955,,,,
7,ES1,131,2022,LaLiga,,,,,,709955,,,,
8,19YL,41584,2022,UEFA Youth League,6,,9,2,540',709955,,,,
9,E3G2,2464,2021,Primera Federación - Gr. II,1,,1,,90',709955,,,,
10,19YL,41584,2021,UEFA Youth League,1,,2,,53',709955,1,,,
0,ES1,131,2023,LaLiga,21,5,,,1.695',480267,,1,,
1,CL,131,2023,Champions League,6,2,,,540',480267,,,,
2,CDR,131,2023,Copa del Rey,2,,,,210',480267,,,,
3,SUC,131,2023,Supercopa,2,,,,161',480267,,,1,
4,ES1,131,2022,LaLiga,22,6,,,1.804',480267,1,,,2
5,CDR,131,2022,Copa del Rey,4,1,,,330',480267,,1,,
6,EL,131,2022,Europa League,2,,,,172',480267,,,,
7,SUC,131,2022,Supercopa,2,1,,,206',480267,,,,
8,CL,131,2022,Champions League,1,,,,90',480267,,,,
9,ES1,131,2021,LaLiga,30,6,,,2.269',480267,,4,,
10,EL,131,2021,Europa League,5,,,,349',480267,,,,
11,CDR,131,2021,Copa del Rey,2,,,,165',480267,,,,
12,SUC,131,2021,Supercopa,1,,,,120',480267,,,,
13,CL,131,2021,Champions League,5,1,,,367',480267,,,,
14,ES1,131,2020,LaLiga,24,3,,,1.506',480267,,2,,1
15,CDR,131,2020,Copa del Rey,4,,,,338',480267,,,,
16,SUC,131,2020,Supercopa,2,,,,240',480267,,,,
17,CL,131,2020,Champions League,3,,,,147',480267,,,,
18,CL,131,2019,Champions League,,,,,,480267,,,,
19,ES2P,2464,2019,Ascenso LaLiga2,2,1,,,196',480267,,,,
20,ES1,131,2019,LaLiga,6,,,,235',480267,1,,,
21,ES3C,2464,2019,2ª B - Grupo III,20,5,,,1.800',480267,,3,,3
22,ES3C,2464,2018,2ª B - Grupo III,22,5,,,1.955',480267,,3,,
23,URUC,18074,2018,Primera División Clausura,4,1,,,360',480267,,,,
24,CS,18074,2018,Copa Sudamericana,4,1,,,360',480267,,,,1
25,URUI,18074,2018,Torneo Intermedio,1,,,,90',480267,,,,
26,URU1,18074,2018,Primera División Apertura,13,3,,,1.147',480267,1,,,1
27,URUC,18074,2017,Primera División Clausura,9,2,,,436',480267,,,,
28,URU2,10632,2017,Liga de Ascenso,14,4,,,1.260',480267,,6,,
29,URE2,10632,2017,Segunda División Profesional - Especial,3,,,,106',480267,,1,,
0,ES1,131,2023,LaLiga,27,2,,,2.240',411975,,1,,2
1,CL,131,2023,Champions League,6,1,,,540',411975,,,,
2,CDR,131,2023,Copa del Rey,3,,,,300',411975,,1,,2
3,SUC,131,2023,Supercopa,2,,,,180',411975,,,,
4,ES1,131,2022,LaLiga,29,2,,,2.428',411975,,1,,3
5,CDR,131,2022,Copa del Rey,4,,,,390',411975,,,,1
6,EL,131,2022,Europa League,2,,,,180',411975,,,,1
7,SUC,131,2022,Supercopa,2,,,,210',411975,,,,
8,CL,131,2022,Champions League,3,,,,248',411975,,,,1
9,ES1,368,2021,LaLiga,32,2,,,2.737',411975,2,2,,1
10,EL,368,2021,Europa League,4,,,,390',411975,,,,
11,CDR,368,2021,Copa del Rey,3,1,,,169',411975,,1,,
12,CL,368,2021,Champions League,5,,,,450',411975,,,,
13,ES1,368,2020,LaLiga,34,4,,,2.975',411975,,2,,1
14,CL,368,2020,Champions League,7,2,,,514',411975,,1,,
15,CDR,368,2020,Copa del Rey,7,1,,,513',411975,,1,,
16,USC,368,2020,UEFA Super Cup,1,1,,,120',411975,,,,
17,EL,368,2019,Europa League,9,,,,810',411975,,,,
18,ES1,368,2019,LaLiga,29,6,,,2.307',411975,,1,,1
19,CDR,368,2019,Copa del Rey,2,,,,135',411975,,1,,
20,FR1,40,2018,Ligue 1,37,3,,,3.320',411975,,,,1
21,FRL,40,2018,Coupe de la Ligue,3,,,,270',411975,,,,
22,FRC,40,2018,Coupe de France,1,1,,,90',411975,,,,
23,EL,40,2018,Europa League,5,,,,450',411975,,1,,
24,ELQ,40,2018,Europa League Qualifying,5,1,,,450',411975,,1,1,
25,FR1,40,2017,Ligue 1,18,1,,,1.588',411975,,2,,
26,FRC,40,2017,Coupe de France,1,,,,120',411975,,,,
27,19YL,62105,2017,UEFA Youth League,1,,,,90',411975,,,,
28,C3IF,10872,2016,CFA 2 - Grp. H,10,,,,900',411975,,1,,
29,EL,40,2015,Europa League,,,,,,411975,,,,
0,ES1,131,2023,LaLiga,22,4,,,1.589',196948,,,,2
1,CL,131,2023,Champions League,6,2,,,425',196948,,,,
2,CDR,131,2023,Copa del Rey,3,1,,,179',196948,,,,
3,SUC,131,2023,Supercopa,2,,,,180',196948,,,,
4,ES1,131,2022,LaLiga,23,2,,,1.764',196948,,1,,1
5,CDR,131,2022,Copa del Rey,2,,,,107',196948,,,,
6,EL,131,2022,Europa League,2,,,,113',196948,,,,
7,SUC,131,2022,Supercopa,2,1,,,132',196948,,,,
8,CL,131,2022,Champions League,3,,,,218',196948,,,,
9,GB1,631,2021,Premier League,19,2,,,1.494',196948,,,,
10,FAC,631,2021,FA Cup,3,,,,186',196948,,1,,
11,CL,631,2021,Champions League,8,,,,603',196948,,1,,1
12,KLUB,631,2021,Club World Cup,2,,,,180',196948,,,,
13,CGB,631,2021,EFL Cup,1,,,,66',196948,,,,
14,USC,631,2021,UEFA Super Cup,1,,,,54',196948,,,,
15,CL,631,2020,Champions League,7,1,,,591',196948,,,,
16,GB1,631,2020,Premier League,17,2,,,1.371',196948,1,,,
17,FAC,631,2020,FA Cup,3,,,,198',196948,,,,
18,CL,631,2019,Champions League,4,,,,360',196948,,,,
19,FAC,631,2019,FA Cup,2,,,,145',196948,,,,
20,GB1,631,2019,Premier League,21,5,,,1.752',196948,,,,
21,USC,631,2019,UEFA Super Cup,1,,,,85',196948,,,,
22,EL,631,2018,Europa League,15,2,,,1.334',196948,,,,
23,GB1,631,2018,Premier League,8,1,,,615',196948,,,,
24,CGB,631,2018,EFL Cup,4,,,,310',196948,,,,
25,FAC,631,2018,FA Cup,2,,,,180',196948,,,,1
26,GBCS,631,2018,Community Shield,,,,,,196948,,,,
27,GB1,631,2017,Premier League,27,,,,2.071',196948,,,,
28,FAC,631,2017,FA Cup,3,,,,230',196948,,,,
29,CL,631,2017,Champions League,6,,,,454',196948,,,,
30,CGB,631,2017,EFL Cup,4,,,,341',196948,,,,
31,GBCS,631,2017,Community Shield,,,,,,196948,,,,
32,L1,18,2016,Bundesliga,31,1,,,2.782',196948,,2,,
33,DFB,18,2016,DFB-Pokal,3,,,,300',196948,,,,
34,EL,18,2016,Europa League,3,,,,270',196948,,2,,
35,CL,18,2016,Champions League,4,,,,360',196948,,,,
36,CLQ,18,2016,Champions League Qu.,2,,,,180',196948,,,,
37,L1,18,2015,Bundesliga,31,,,,2.790',196948,,3,,1
38,DFB,18,2015,DFB-Pokal,3,,,,270',196948,,,,
39,CL,18,2015,Champions League,5,,,,450',196948,,,,
40,GB1,631,2014,Premier League,1,,,,12',196948,,,,
41,GB21,9250,2014,U21 PL,11,,,,988',196948,,1,,1
42,19YL,41573,2014,UEFA Youth League,10,,,,900',196948,,,,4
43,FAC,631,2014,FA Cup,1,,,,90',196948,,,,
44,CGB,631,2014,League Cup,1,,,,90',196948,,,,
45,GBKN,9250,2013,U21 PL Knockout,2,,,,210',196948,,,,
46,FAYC,6918,2013,FA Youth Cup,4,,,,360',196948,,,,
47,GB21,9250,2013,U21 PL,19,,,,1.619',196948,,3,,1
48,19YL,41573,2013,UEFA Youth League,7,1,,,577',196948,,,,1
49,GB1,631,2012,Premier League,,,,,,196948,,,,
50,FAYC,6918,2012,FA Youth Cup,2,,,,165',196948,,,,
51,GBQ1,9250,2012,U21 PL Qualificationsgr. 1,5,,,,450',196948,,,,
52,GB21,9250,2012,U21 PL,6,,,,415',196948,,,,
0,ES1,12321,2023,LaLiga,22,2,,,1.943',466794,,2,,
1,CDR,12321,2023,Copa del Rey,1,,,,29',466794,,,,
2,ES1,131,2023,LaLiga,2,1,,,55',466794,,,,
3,ES1,131,2022,LaLiga,24,3,,,1.414',466794,,1,,
4,CDR,131,2022,Copa del Rey,3,1,,,174',466794,,,,1
5,EL,131,2022,Europa League,,,,,,466794,,,,
6,SUC,131,2022,Supercopa,1,,,,4',466794,,,,
7,CL,131,2022,Champions League,4,,,,222',466794,,,,1
8,ES1,131,2021,LaLiga,26,5,,,2.041',466794,1,,,
9,EL,131,2021,Europa League,5,2,,,430',466794,,,,
10,CDR,131,2021,Copa del Rey,1,,,,90',466794,,,,
11,CL,131,2021,Champions League,4,1,,,247',466794,,,1,
12,CL,281,2020,Champions League,3,1,,,208',466794,,,,
13,GB1,281,2020,Premier League,6,,,,380',466794,,,,
14,FAC,281,2020,FA Cup,2,,,,180',466794,,,,
15,CGB,281,2020,EFL Cup,1,,,,90',466794,,,,
16,CL,281,2019,Champions League,2,,,,180',466794,,,,
17,GB1,281,2019,Premier League,13,1,,,788',466794,,,,
18,FAC,281,2019,FA Cup,2,,,,180',466794,,,,
19,CGB,281,2019,EFL Cup,3,,,,270',466794,,,,1
20,19YL,41593,2019,UEFA Youth League,2,,,,180',466794,,,,
21,GB21,9265,2019,Premier League 2,3,,,,270',466794,,,,
22,GBCS,281,2019,Community Shield,,,,,,466794,,,,
23,GB21,9265,2018,Premier League 2,10,,,,886',466794,,1,,1
24,FAYC,6930,2018,FA Youth Cup,5,,,,409',466794,,1,,
25,FAC,281,2018,FA Cup,,,,,,466794,,,,
26,CGB,281,2018,EFL Cup,3,,,,270',466794,,,,
27,19YL,41593,2018,UEFA Youth League,2,,,,150',466794,,,,
28,GBFL,9265,2018,EFL Trophy,1,,,,76',466794,,,,
29,GB18,6930,2017,U18 Premier League,19,1,,,1.651',466794,,4,,
30,19YL,41593,2017,UEFA Youth League,5,1,,,450',466794,,,,
31,GB21,9265,2017,Premier League 2,2,,,,180',466794,,,,
32,FAYC,6930,2017,FA Youth Cup,1,,,,120',466794,,,,
0,ES1,150,2023,LaLiga,19,1,,,1.533',689637,,,,
1,UCOL,150,2023,Conference League,2,,,,180',689637,,,,
2,CDR,150,2023,Copa del Rey,2,,,,150',689637,,,,
3,ES2P,2464,2022,Ascenso LaLiga2,2,,,,180',689637,,1,,
4,E3G2,2464,2022,Primera Federación - Gr. II,35,7,,,2.841',689637,,2,,
5,ES1,131,2022,LaLiga,1,,,,1',689637,,,,
6,19YL,41584,2022,UEFA Youth League,4,,,,306',689637,,1,,
7,E3G2,2464,2021,Primera Federación - Gr. II,,,,,,689637,,,,
8,19YL,41584,2021,UEFA Youth League,5,1,,,450',689637,,,,
9,ES2,11422,2020,LaLiga SmartBank,1,,,,5',689637,,,,
10,CDR,11422,2020,Copa del Rey,1,,,,61',689637,,,,
0,ES1,131,2022,LaLiga,6,2,,,338',18944,1,,,
1,CL,131,2022,Champions League,4,,,,256',18944,,,,
2,ES1,131,2021,LaLiga,27,8,,,2.096',18944,,1,1,
3,EL,131,2021,Europa League,5,,,,328',18944,,1,,
4,CDR,131,2021,Copa del Rey,2,1,,,164',18944,,,,
5,SUC,131,2021,Supercopa,1,,,,120',18944,,,,
6,CL,131,2021,Champions League,5,2,,,393',18944,,1,,
7,ES1,131,2020,LaLiga,18,3,,,1.485',18944,,,,
8,CDR,131,2020,Copa del Rey,2,,,,202',18944,,1,,
9,CL,131,2020,Champions League,3,,,,236',18944,1,1,,
10,CL,131,2019,Champions League,7,3,,,630',18944,,,,
11,ES1,131,2019,LaLiga,35,15,,,3.096',18944,,1,,
12,CDR,131,2019,Copa del Rey,2,1,,,170',18944,,,,
13,SUC,131,2019,Supercopa,1,1,,,90',18944,,,,
14,CDR,131,2018,Copa del Rey,5,,,,450',18944,,,,
15,ES1,131,2018,LaLiga,35,6,,,3.150',18944,,4,,4
16,CL,131,2018,Champions League,11,1,,,990',18944,,2,,
17,SUC,131,2018,Supercopa,1,,,,90',18944,,1,,
18,ES1,131,2017,LaLiga,30,9,,,2.633',18944,,3,,
19,CDR,131,2017,Copa del Rey,8,,,,636',18944,,1,,
20,CL,131,2017,Champions League,9,2,,,736',18944,,1,1,
21,SUC,131,2017,Supercopa,2,1,,,140',18944,,,,
22,CDR,131,2016,Copa del Rey,7,,,,630',18944,,,,
23,ES1,131,2016,LaLiga,25,6,,,2.192',18944,,2,,
24,CL,131,2016,Champions League,8,2,,,651',18944,,1,,
25,SUC,131,2016,Supercopa,1,,,,90',18944,,,,
26,CDR,131,2015,Copa del Rey,5,2,,,451',18944,,2,,
27,ES1,131,2015,LaLiga,30,12,,,2.591',18944,,2,,1
28,CL,131,2015,Champions League,7,3,,,596',18944,,1,,
29,KLUB,131,2015,Club World Cup,2,,,,180',18944,,,,
30,SUC,131,2015,Supercopa,1,,,,55',18944,1,,,
31,USC,131,2015,UEFA Super Cup,1,,,,120',18944,,,,
32,CL,131,2014,Champions League,11,2,,,990',18944,,1,,
33,CDR,131,2014,Copa del Rey,6,2,,,525',18944,,1,,
34,ES1,131,2014,LaLiga,27,6,,,2.384',18944,,5,,1
35,ES1,131,2013,LaLiga,26,5,,,2.311',18944,,2,,
36,CL,131,2013,Champions League,9,1,,,722',18944,,2,,
37,CDR,131,2013,Copa del Rey,2,,,,180',18944,,,,
38,SUC,131,2013,Supercopa,2,1,,,180',18944,,,,
39,ES1,131,2012,LaLiga,28,4,,,2.403',18944,,2,1,
40,CL,131,2012,Champions League,10,3,,,684',18944,,,,
41,CDR,131,2012,Copa del Rey,4,2,,,360',18944,,1,,
42,SUC,131,2012,Supercopa,2,1,,,180',18944,,,,
43,CDR,131,2011,Copa del Rey,8,1,,,720',18944,,,,
44,ES1,131,2011,LaLiga,22,7,,,1.472',18944,1,2,,
45,CL,131,2011,Champions League,5,,,,371',18944,,,,1
46,KLUB,131,2011,Club World Cup,1,1,,,56',18944,,,,
47,SUC,131,2011,Supercopa,2,,,,120',18944,,,,1
48,CL,131,2010,Champions League,12,3,,,1.026',18944,,1,,
49,ES1,131,2010,LaLiga,31,9,,,2.650',18944,,3,1,1
50,CDR,131,2010,Copa del Rey,7,1,,,615',18944,,,,
51,SUC,131,2010,Supercopa,1,1,,,90',18944,,,,
52,ES1,131,2009,LaLiga,32,6,,,2.478',18944,1,2,,1
53,CL,131,2009,Champions League,11,4,,,988',18944,,2,,1
54,CDR,131,2009,Copa del Rey,1,1,,,90',18944,,,,
55,KLUB,131,2009,Club World Cup,2,1,,,156',18944,,,,1
56,USC,131,2009,UEFA Super Cup,1,,,,120',18944,,,,
57,SUC,131,2009,Supercopa,2,1,,,164',18944,,,,
58,ES1,131,2008,LaLiga,25,4,,,2.207',18944,,1,2,
59,CL,131,2008,Champions League,12,2,,,1.080',18944,,1,,
60,CDR,131,2008,Copa del Rey,6,1,,,540',18944,,1,,1
61,CLQ,131,2008,Champions League Qu.,2,,,,105',18944,,,,
62,CL,985,2007,Champions League,3,,,,252',18944,,2,,
63,GB1,985,2007,Premier League,9,,,,480',18944,,,,1
64,CGB,985,2007,League Cup,1,1,,,90',18944,,,,
65,GBCS,985,2007,Community Shield,,,,,,18944,,,,
66,ES1,142,2006,LaLiga,22,7,,,1.565',18944,1,2,,
67,CDR,142,2006,Copa del Rey,6,1,,,474',18944,,1,,
68,GB1,985,2005,Premier League,3,,,,95',18944,,,,
69,FAC,985,2005,FA Cup,2,,,,180',18944,,,,
70,CGB,985,2005,League Cup,2,,,,113',18944,,,,
71,CL,985,2005,Champions League,,,,,,18944,,,,
72,CLQ,985,2005,Champions League Qu.,,,,,,18944,,,,
73,FAC,985,2004,FA Cup,1,,,,90',18944,,,,
74,CL,985,2004,Champions League,1,,,,25',18944,,,,
75,CGB,985,2004,League Cup,1,,,,23',18944,,,,
0,CDR,131,2023,Copa del Rey,2,,,,113',636688,,1,,
1,ES1,131,2023,LaLiga,18,1,,,1.378',636688,,,,1
2,SUC,131,2023,Supercopa,2,,,,180',636688,,,,
3,CL,131,2023,Champions League,6,1,,,329',636688,,,,
4,ES1,131,2022,LaLiga,33,4,,,2.476',636688,,1,,6
5,CDR,131,2022,Copa del Rey,4,1,,,264',636688,,,,
6,EL,131,2022,Europa League,2,,,,113',636688,,,,
7,SUC,131,2022,Supercopa,1,,,,90',636688,,,,
8,CL,131,2022,Champions League,4,,,,167',636688,,,,
9,E3G2,2464,2021,Primera Federación - Gr. II,15,4,,,1.153',636688,,,,1
10,ES1,131,2021,LaLiga,5,,,,187',636688,,,,
11,EL,131,2021,Europa League,,,,,,636688,,,,
12,CDR,131,2021,Copa del Rey,,,,,,636688,,,,
13,CL,131,2021,Champions League,2,,,,19',636688,,,,
14,ES2P,2464,2020,Ascenso LaLiga2,1,,,,15',636688,,,,
15,E3FA,2464,2020,2ª B - Fase de ascenso,4,,,,260',636688,,,,
16,ES3C,2464,2020,2ª B - Grupo III,11,,,,636',636688,,,,1
17,19YL,41584,2019,UEFA Youth League,4,,,,273',636688,,,,1
0,ES1,131,2023,LaLiga,4,,,,160',112515,,,,
1,CL,131,2023,Champions League,3,,,,139',112515,,,,
2,ES1,131,2022,LaLiga,24,3,,,1.161',112515,,1,,
3,CDR,131,2022,Copa del Rey,5,,,,266',112515,,,,
4,EL,131,2022,Europa League,2,,,,75',112515,,1,,
5,SUC,131,2022,Supercopa,1,,,,41',112515,,,,
6,CL,131,2022,Champions League,5,,,,406',112515,,1,,
7,GB1,631,2021,Premier League,28,8,,,2.172',112515,,4,,5
8,FAC,631,2021,FA Cup,3,,,,284',112515,,1,,
9,CL,631,2021,Champions League,8,1,,,548',112515,,,,
10,CGB,631,2021,EFL Cup,5,,,,414',112515,,,,1
11,KLUB,631,2021,Club World Cup,1,,,,87',112515,,,,
12,USC,631,2021,UEFA Super Cup,1,,,,120',112515,,,,
13,CL,631,2020,Champions League,2,,,,180',112515,,,,
14,GB1,631,2020,Premier League,13,2,,,959',112515,,2,,
15,FAC,631,2020,FA Cup,2,,,,113',112515,,,,
16,FAC,631,2019,FA Cup,4,,,,360',112515,,,,
17,GB1,631,2019,Premier League,18,4,,,1.430',112515,,4,,3
18,CL,631,2019,Champions League,5,,,,398',112515,1,,,
19,CGB,631,2019,EFL Cup,2,,,,156',112515,,,,
20,USC,631,2019,UEFA Super Cup,,,,,,112515,,,,
21,EL,631,2018,Europa League,4,,,,335',112515,,2,,1
22,GB1,631,2018,Premier League,31,6,,,2.761',112515,,2,,4
23,FAC,631,2018,FA Cup,2,,,,180',112515,,,,
24,CGB,631,2018,EFL Cup,1,,,,90',112515,,,,
25,GBCS,631,2018,Community Shield,1,,,,90',112515,,,,
26,FAC,631,2017,FA Cup,3,,,,300',112515,,1,,1
27,GB1,631,2017,Premier League,33,6,,,2.860',112515,,7,,2
28,CL,631,2017,Champions League,7,2,,,598',112515,,,,1
29,CGB,631,2017,EFL Cup,2,,,,180',112515,,,,
30,GBCS,631,2017,Community Shield,1,1,,,79',112515,,,,
31,FAC,631,2016,FA Cup,3,1,,,270',112515,,,,
32,GB1,631,2016,Premier League,31,2,,,2.694',112515,,6,,3
33,CGB,631,2016,EFL Cup,1,,,,120',112515,,,,
34,IT1,430,2016,Serie A,2,,,,180',112515,,,,
